date,title,description,thumbnail,credits
2025-09-07,On building a Personal Site,A Confession, Entry, Justification on building this site,https://upload.wikimedia.org/wikipedia/commons/b/b1/Caillebotte_-_Portrait_of_a_Man_Writing_in_His_Study%2C_1885.jpg,Caillebotte - Portrait of a Man Writing in His Study, 1885 from WikiMedia Commons
